date,race_name,race_number,race_place,rug,dog_name,dog_trainer,time,mgn,split,inRun,wgt,sire,dam,sp
2016-01-10,canberra/1928,2,2,3,robins-zarr-hood,neil-staines,25.72,1.00,0.00,22,36.4kg,FABREGAS,AY-JAY-ZARR,1.50
2016-01-10,canberra/1928,2,3,8,gertie-allen,gordon-herbert,26.09,6.25,0.00,33,30.3kg,KYLE-RANGER,MAMIE-BALE,17.80
2016-01-10,canberra/1928,2,4,4,nailed-down,mitchell-conquest,26.24,8.50,0.00,54,31.3kg,DON'T-KNOCKA-HIM,UP-SIZED-DOWN,6.10
2016-01-10,canberra/1928,2,5,2,fear-oh-dear,wayne-white,26.57,13.25,0.00,66,30.7kg,FEAR-ZAFONIC,OH-DEAR,25.20
2016-01-10,canberra/1928,2,6,5,dancindy,allan-stewart,26.58,13.25,0.00,45,27.0kg,TAKE-THE-KITTY,DANCINAZE,37.30
2016-01-10,canberra/1928,2,7,7,hawk's-blueboy,lorraine-roy,26.88,17.75,0.00,77,33.7kg,CAPE-HAWKE,WESTERN-BLUE,10.20
2016-01-10,canberra/1928,2,8,1,senor-dante,aaron-williams,27.66,28.75,0.00,88,30.6kg,EL-GRAND-SENOR,COOL-DORIS-MARIA,13.80
2016-01-10,canberra/1928,3,1,1,jazzy-pepper,frank-jeffcoat,17.94,0.00,0.00,3,33.2kg,MAGIC-SPRITE,JEMINI-TOO,9.00
2016-01-10,canberra/1928,3,2,4,kiwi-five,deane-smith,18.17,3.25,0.00,1,26.9kg,VEE-MAN-VANE,IRISH-KISS,44.60
2016-01-10,canberra/1928,3,3,6,hymie,julie-french,18.19,3.50,0.00,4,31.6kg,FEAR-ZAFONIC,NICELY-DONE,32.20
2016-01-10,canberra/1928,3,4,7,parolee,stephen-kutnjak,18.57,9.00,0.00,6,25.1kg,JUST-THE-BEST,FANCY-RANGA,37.40
2016-01-10,canberra/1928,3,5,5,eve's-brodie,david-missingham,18.82,12.50,0.00,2,22.3kg,LOCHINVAR-MARLOW,COSMIC-ESSENCE,4.90
2016-01-10,canberra/1928,3,6,2,dulcet-izmir,gregg-mills,18.82,12.50,0.00,7,27.0kg,DYNA-LACHLAN,HELENA-IZMIR,14.20
2016-01-10,canberra/1928,3,7,8,maddison-mcgrath,bruce-peck,18.84,12.75,0.00,5,24.9kg,LOCHINVAR-MARLOW,LOCHINVAR-LASS,6.00
2016-01-10,canberra/1928,3,SCR,3,carmelo,rodney-bates,blank,blank,blank,blank,blank,blank,blank,blank
2016-01-10,canberra/1928,4,1,8,gunsblaze,ronald-webb,18.02,0.00,0.00,1,31.5kg,SPRING-GUN,ANGELS-SING,9.10
2016-01-10,canberra/1928,4,2,2,rocket's-mum,dean-maniaci,18.16,2.00,0.00,2,27.9kg,MAGIC-SPRITE,MISS-TANDUR,3.40
2016-01-10,canberra/1928,4,3,3,shifty-chance,lorraine-roy,18.42,5.75,0.00,4,33.2kg,PREMIER-FANTASY,HALF-A-CHANCE,8.50
2016-01-10,canberra/1928,4,4,5,cosmic-phantom,bruce-peck,18.55,7.50,0.00,5,33.9kg,COSMIC-RUMBLE,REAL-MACOY,5.90
2016-01-10,canberra/1928,4,5,1,taliesin-gun,julie-french,18.63,8.75,0.00,3,30.4kg,SPRING-GUN,MAURMAREE,4.10
2016-01-10,canberra/1928,4,6,7,beta-tip,david-thompson,19.03,14.25,0.00,6,28.4kg,WHERE'S-PEDRO,IMA-OSTI,28.10
2016-01-10,canberra/1928,4,7,4,midnight-menace,david-missingham,19.05,14.50,0.00,7,24.8kg,HURRICANE-LUKE,COOL-AT-MIDNIGHT,6.60
2016-01-10,canberra/1928,4,8,6,king-kid,michael-grant,19.23,17.25,0.00,8,32.2kg,SPECIAL-KID,GIFT-OF-SHIRAZ,19.30
2016-01-10,canberra/1928,5,1,2,lunatic-desley,graham-pickering,31.26,0.00,0.00,32,29.8kg,DON'T-KNOCKA-HIM,PROPER-LUCY,9.00
2016-01-10,canberra/1928,5,2,1,brag-about-beau,matthew-mahoney,31.32,0.75,0.00,11,31.1kg,BO-FRAZIER,ROCKARENA,7.50
2016-01-10,canberra/1928,5,3,4,sydenham-red,adam-oliver,31.38,1.75,0.00,75,27.0kg,JUST-THE-BEST,SYDENHAM-ROCKS,19.70
2016-01-10,canberra/1928,5,4,6,grappa-miss,keith-kerr,31.39,1.75,0.00,56,26.7kg,COSMIC-CHIEF,POWERFULL-MISS,1.90
2016-01-10,canberra/1928,5,5,7,slight-chance,ronald-webb,31.52,3.75,0.00,67,26.4kg,SPRING-GUN,MAURMAREE,28.50
2016-01-10,canberra/1928,5,6,8,celestial-prince,subawa-ngurah,31.52,3.75,0.00,23,31.9kg,COSMIC-CHIEF,GEMBAZ,9.20
2016-01-10,canberra/1928,5,7,3,ragnarok,graham-thurkettle,31.55,4.25,0.00,44,32.8kg,CAPE-HAWKE,IRISH-MARINA,7.90
2016-01-10,canberra/1928,5,8,5,manny-rivers,graham-thurkettle,31.56,4.25,0.00,88,29.4kg,CAPE-HAWKE,IRISH-MARINA,11.70
2016-01-10,canberra/1928,6,1,3,sugar-man,graham-thurkettle,25.84,0.00,0.00,32,32.8kg,CAPE-HAWKE,IRISH-MARINA,2.80
2016-01-10,canberra/1928,6,2,8,extreme-chance,lorraine-roy,25.85,0.10,0.00,21,26.5kg,PREMIER-FANTASY,HALF-A-CHANCE,2.70
2016-01-10,canberra/1928,6,3,1,kalimba-jaz,chris-priestley,26.04,2.75,0.00,44,33.4kg,MAGIC-SPRITE,KALIMBA,4.10
2016-01-10,canberra/1928,6,4,6,kingsbrae-george,graham-pickering,26.30,6.50,0.00,65,33.2kg,ELITE-STATE,KINGSBRAE-DUST,39.30
2016-01-10,canberra/1928,6,5,10,son-of-kiera,faye-herbert,26.36,7.50,0.00,76,35.2kg,WHERE'S-PEDRO,AYEFFELL,41.40
2016-01-10,canberra/1928,6,6,9,cranky-snagrow,mandy-blewitt,26.51,9.50,0.00,57,27.7kg,COLLISION,HONEYSUCKLE-ROSE,38.70
2016-01-10,canberra/1928,6,7,2,swift-carl,graham-pickering,26.56,10.25,0.00,13,30.9kg,SMOOTH-FANCY,FASTPORT,15.80
2016-01-10,canberra/1928,6,8,5,ceremony-miss,kim-sherd,26.79,13.50,0.00,88,29.0kg,COSMIC-RUMBLE,LILY-ZOE,12.00
2016-01-10,canberra/1928,7,1,1,fireside-zoe,ronald-reynolds,25.66,0.00,0.00,11,27.3kg,GOODESY,FIRESIDE-DIAZ,4.30
2016-01-10,canberra/1928,7,2,2,chocolate-bullet,barry-coleman,25.90,3.50,0.00,22,23.3kg,DYNA-LACHLAN,WALKAWAY-TINY,5.50
2016-01-10,canberra/1928,7,3,3,cawbourne-aaron,kyle-newton,26.02,5.25,0.00,43,27.3kg,BEKIM-BALE,CAWBOURNE-FRAZ,12.30
2016-01-10,canberra/1928,7,4,5,another-call,john-shea,26.19,7.50,0.00,55,31.8kg,COLLISION,DOLPHIN-CALL,7.60
2016-01-10,canberra/1928,7,5,6,lochwat-lee,peter-oldfield,26.20,7.75,0.00,66,28.0kg,LOCHINVAR-MARLOW,WATUSI-LUCY,2.50
2016-01-10,canberra/1928,7,6,8,leica-destiny,susan-sundstrom,26.24,8.25,0.00,34,28.4kg,DYNA-LACHLAN,DESTINY,20.90
2016-01-10,canberra/1928,7,7,4,big-asset,john-shea,26.72,15.00,0.00,77,32.8kg,COLLISION,DOLPHIN-CALL,20.60
2016-01-10,canberra/1928,7,8,7,proaron,graham-pickering,27.60,27.75,0.00,88,34.4kg,JUST-THE-BEST,SOOTTEE,20.40
2016-01-10,canberra/1928,8,1,5,whata-asset,faye-herbert,25.83,0.00,0.00,43,32.4kg,HUMDRUM,KALIANDRA,19.90
2016-01-10,canberra/1928,8,2,1,be-my-beau,graham-thurkettle,26.12,4.25,0.00,21,31.7kg,BO-FRAZIER,ROCKARENA,1.90
2016-01-10,canberra/1928,8,3,8,elite-torque,bradley-van-deinsen,26.25,6.00,0.00,12,25.1kg,VEE-MAN-VANE,ELITE-MADAM,11.90
2016-01-10,canberra/1928,8,4,3,goddess-of-beer,graham-pickering,26.27,6.25,0.00,54,28.5kg,PADDY'S-FLAME,SNITCHER,10.60
2016-01-10,canberra/1928,8,5,2,out-there-jerry,gregory-mckinnon,26.52,9.75,0.00,35,31.6kg,FEAR-ZAFONIC,SHEZ-ROMANTIC,6.70
2016-01-10,canberra/1928,8,6,4,swift-daisy,graham-pickering,26.55,10.25,0.00,88,27.6kg,SMOOTH-FANCY,FASTPORT,14.70
2016-01-10,canberra/1928,8,7,6,swift-di,graham-pickering,26.64,11.50,0.00,77,27.5kg,SMOOTH-FANCY,FASTPORT,30.10
2016-01-10,canberra/1928,8,SCR,7,spring-time-doll,kim-sherd,blank,blank,blank,blank,blank,blank,blank,blank
2016-01-10,canberra/1928,9,1,1,bogie-emerald,david-thompson,18.32,0.00,0.00,1,28.2kg,HIGH-EARNER,BOGIE-GEM,19.90
2016-01-10,canberra/1928,9,2,2,lika-gunshot,rosemarie-camilleri,18.35,0.50,0.00,2,26.2kg,LOCHINVAR-MARLOW,ANYTHING,3.50
2016-01-10,canberra/1928,9,3,6,uno-buddy,rodney-oakman,18.51,2.50,0.00,3,31.6kg,MAGIC-SPRITE,UNO-IT,3.50
2016-01-10,canberra/1928,9,4,3,uno-scout,rodney-oakman,18.55,3.25,0.00,4,29.7kg,MAGIC-SPRITE,UNO-IT,10.80
2016-01-10,canberra/1928,9,5,7,doppler-effect,wayne-white,18.60,4.00,0.00,5,28.7kg,LOCHINVAR-MARLOW,ANYTHING,2.70
2016-01-10,canberra/1928,9,6,8,chicks-buzzard,chris-priestley,18.62,4.25,0.00,6,32.6kg,TOMS-THE-BEST,FLYING-BUZZARD,10.00
2016-01-10,canberra/1928,10,1,1,unsub-jennifer,jennifer-maitland,17.98,0.00,0.00,1,26.0kg,BIG-DADDY-COOL,AMY-BE-GOOD,2.50
2016-01-10,canberra/1928,10,2,5,hot-feeling,mitchell-conquest,18.13,2.00,0.00,2,28.7kg,DYNA-LACHLAN,HOT-PUZZLE,7.80
2016-01-10,canberra/1928,10,3,2,coco-pepper,frank-jeffcoat,18.24,3.75,0.00,5,32.9kg,COSMIC-RUMBLE,TINY-GODDESS,7.80
2016-01-10,canberra/1928,10,4,7,karma-jules,julie-french,18.33,5.00,0.00,3,25.4kg,SPRING-GUN,MAURMAREE,15.40
2016-01-10,canberra/1928,10,5,8,gus's-gift,bruce-peck,18.41,6.00,0.00,4,25.1kg,BIT-CHILI,BIG-GIFT,4.30
2016-01-10,canberra/1928,10,6,6,emotion-sickness,robert-lovett,18.57,8.25,0.00,6,27.7kg,TOMS-THE-BEST,FLYING-BUZZARD,9.10
2016-01-10,canberra/1928,10,7,3,kingsbrae-betty,graham-pickering,18.71,10.25,0.00,7,26.4kg,BUCKINGHAM-CHUCK,KINGSBRAE-DI,12.00
2016-01-10,canberra/1928,10,8,4,backfire,david-thompson,18.89,13.00,0.00,8,28.9kg,SPRING-GUN,KIOWA-REBEL,24.10
2016-01-10,canberra/1928,11,1,9,gifted-sprite,michael-grant,17.95,0.00,0.00,1,25.3kg,MAGIC-SPRITE,CELESTIAL-GIFT,15.30
2016-01-10,canberra/1928,11,2,1,black-odin,rodney-bates,18.28,4.75,0.00,2,33.1kg,DYNA-LACHLAN,NATUZZI,5.00
2016-01-10,canberra/1928,11,3,5,full-length,frank-jeffcoat,18.37,6.00,0.00,5,32.7kg,COSMIC-RUMBLE,TINY-GODDESS,18.00
2016-01-10,canberra/1928,11,4,8,venom-torque,bradley-van-deinsen,18.39,6.25,0.00,3,30.1kg,VEE-MAN-VANE,ELITE-MADAM,3.10
2016-01-10,canberra/1928,11,5,3,penciler,bruce-peck,18.42,6.50,0.00,4,25.1kg,MAGIC-SPRITE,ARICA-DORA,4.70
2016-01-10,canberra/1928,11,6,7,cawbourne-combat,keith-morgan,18.52,8.25,0.00,6,31.9kg,DYNA-LACHLAN,PREMIER-DREAM,25.20
2016-01-10,canberra/1928,11,7,6,serena-bernea,subawa-ngurah,18.52,8.25,0.00,7,27.8kg,COSMIC-CHIEF,GEMBAZ,9.10
2016-01-10,canberra/1928,11,8,4,autograph-rowe,maxwell-mcgovern,18.63,9.75,0.00,8,26.7kg,OAKS-ROAD,SIGNATURE-ROWE,5.60
2016-01-10,gawler/1925,1,1,3,baci-de-kahn,donald-turner,23.42,0.00,9.03,1111,30.0kg,KINLOCH-BRAE,MANTRA-STYLE,3.40
2016-01-10,gawler/1925,1,2,2,dazzling-kasai,robin-harnas,23.66,3.50,0.00,3222,35.4kg,COLLISION,CASCADA-STAR,13.00
2016-01-10,gawler/1925,1,3,6,kasai-goose,sharyn-gray,23.78,5.25,0.00,5543,33.6kg,COLLISION,CASCADA-STAR,4.80
2016-01-10,gawler/1925,1,4,4,gibbaloney,edward-wood,23.78,5.25,0.00,4434,30.9kg,PREMIER-BOLONEY,AVERY-BALE,15.00
2016-01-10,gawler/1925,1,5,1,yaramundi-serpen,todd-kelly,23.99,8.25,0.00,6655,29.3kg,UNCLE-REMUS,YARRAMUNDI-STAR,15.00
2016-01-10,gawler/1925,1,6,7,sikem-dash,clarence-christensen,24.06,9.25,0.00,2366,24.0kg,MAGIC-SPRITE,EGYPTIAN-SPIRAL,2.90
2016-01-10,gawler/1925,1,7,5,mashie,todd-kelly,24.07,9.25,0.00,7777,30.4kg,LOCHINVAR-MARLOW,TRUMPS,8.00
2016-01-10,gawler/1925,2,1,3,cape-tower,lester-harris,22.94,0.00,8.78,1111,33.0kg,SWIFT-FANCY,TAYLOR'S-REUNION,19.00
2016-01-10,gawler/1925,2,2,2,fabbenz,robyn-mackellar,23.10,2.25,0.00,2222,25.0kg,FABREGAS,PIPPA-BENZ,3.00
2016-01-10,gawler/1925,2,3,8,dixie-rhythm,m-famiglietti,23.50,8.00,0.00,6433,35.7kg,BRALYN-COUNTY,BRALYN-SAL,3.80
2016-01-10,gawler/1925,2,4,7,magical-strike,desmond-hockley,23.55,8.75,0.00,3344,30.5kg,MAGIC-SPRITE,BOURNE-COOL,10.00
2016-01-10,gawler/1925,2,5,5,lady-nana,karen-miegel,23.76,11.75,0.00,4665,26.7kg,VEE-MAN-VANE,AVA-BANANA,14.00
2016-01-10,gawler/1925,2,6,6,explosive-teddy,kelvin-stott,23.77,11.75,0.00,7556,34.5kg,BOOMA-TEDDY,MONTALE,4.00
2016-01-10,gawler/1925,2,7,10,jasplinta,todd-kelly,23.93,14.00,0.00,5777,24.9kg,LOCHINVAR-MARLOW,TRUMPS,12.00
2016-01-10,gawler/1925,2,8,4,mr.-sarcasm,raymond-barkla,24.51,22.25,0.00,8888,31.1kg,MAGIC-SPRITE,SOMETIMES-SPEEDY,23.00
2016-01-10,gawler/1925,3,1,8,maybe-once,todd-kelly,23.06,0.00,0.00,2221,24.0kg,LOCHINVAR-MARLOW,TRUMPS,8.50
2016-01-10,gawler/1925,3,2,5,il-signo,m-pethick,23.18,1.75,8.66,1112,34.7kg,EL-GRAND-SENOR,FLYING-PEGGY,16.00
2016-01-10,gawler/1925,3,3,6,kincay-kahn,robin-harnas,23.32,3.75,0.00,3333,29.7kg,MAGIC-SPRITE,PERFECT-MODEL,4.00
2016-01-10,gawler/1925,3,4,7,life-member,todd-kelly,23.56,7.00,0.00,5444,27.4kg,COSMIC-RUMBLE,MIDORI-FUSION,16.00
2016-01-10,gawler/1925,3,5,1,like-a-tornado,steve-hoffman,23.62,8.00,0.00,6665,27.3kg,VAPOUR-WHIRL,SHARLINDA,2.20
2016-01-10,gawler/1925,3,6,4,asa-baby,trevor-jessup,23.64,8.25,0.00,7556,27.6kg,KINLOCH-BRAE,AMERICAN-SPOT,12.00
2016-01-10,gawler/1925,3,7,2,tiny-tash,clarence-christensen,24.05,14.00,0.00,4777,23.8kg,MAGIC-SPRITE,EGYPTIAN-SPIRAL,6.50
2016-01-10,gawler/1925,4,1,3,any-hoo,todd-kelly,23.24,0.00,8.79,1111,23.1kg,LOCHINVAR-MARLOW,TRUMPS,4.20
2016-01-10,gawler/1925,4,2,7,bally-mile,karen-wittholz,23.27,0.50,0.00,3322,33.9kg,WHERE'S-PEDRO,MOONLIGHT-MILE,3.30
2016-01-10,gawler/1925,4,3,1,garry-mcbain,todd-kelly,23.46,3.00,0.00,4233,31.7kg,KINLOCH-BRAE,FLAME-MCBAIN,7.00
2016-01-10,gawler/1925,4,4,6,babylon-redeemer,colin-swain,23.62,5.25,0.00,2444,30.6kg,HESTON-BALE,INDEED-I-DO,11.00
2016-01-10,gawler/1925,4,5,8,classy-catch,lester-harris,23.88,9.25,0.00,5555,28.8kg,BARCIA-BALE,SPIRIT-CATCHER,10.00
2016-01-10,gawler/1925,4,6,4,miss-collectable,ross-panagiotou,23.90,9.25,0.00,7766,27.8kg,SMOOTH-FANCY,CASEY'S-ANGEL,6.00
2016-01-10,gawler/1925,4,7,5,paris-kahn,charles-adcock,24.16,13.25,0.00,8877,27.5kg,MAGIC-SPRITE,PERFECT-MODEL,12.00
2016-01-10,gawler/1925,4,8,2,perpetrator,renata-maruszczyk,24.45,17.25,0.00,6688,31.1kg,NITRO-BURST,ABOVE-THE-LAW,17.00
2016-01-10,gawler/1925,5,1,2,emerley-avenue,judith-hurley,22.73,0.00,8.66,1111,26.1kg,OAKS-ROAD,EMERLEY-BELLE,1.70
2016-01-10,gawler/1925,5,2,4,katz-shadow,allen-miegel,22.98,3.50,0.00,2222,36.5kg,UNO'S-SHADOW,PUZZLE-ME-RED,31.00
2016-01-10,gawler/1925,5,3,3,major-lachy,donald-turner,23.10,5.25,0.00,3333,31.1kg,CAPE-HAWKE,GIFTED-GLORY,11.00
2016-01-10,gawler/1925,5,4,8,oz-tin-powers,neil-mann,23.53,11.50,0.00,4554,31.0kg,SUPERMAN,BUSTED-BIRD,7.50
2016-01-10,gawler/1925,5,5,5,top-gun-mcbain,todd-kelly,23.65,13.25,0.00,5445,29.7kg,SPRING-GUN,FLAME-MCBAIN,7.00
2016-01-10,gawler/1925,5,6,6,embellish,m-famiglietti,23.71,14.00,0.00,6666,27.7kg,MOGAMBO,RUNAWAY-PROMISES,7.00
2016-01-10,gawler/1925,5,7,7,grandiflora,edward-wood,23.77,14.75,0.00,7777,26.6kg,DYNA-TRON,HER-MUM'S-GIRL,41.00
2016-01-10,gawler/1925,6,1,8,in-the-bazza,m-famiglietti,31.08,0.00,3.24,13111,32.2kg,BEKIM-BALE,SAN-TAN-SCUFFY,1.70
2016-01-10,gawler/1925,6,2,5,yarramundi-milla,leslie-bates,31.34,3.75,3.30,52332,25.2kg,BOBBY-BOUCHEAU,YARRAMUNDI-STAR,19.00
2016-01-10,gawler/1925,6,3,2,paddy-mcbain,todd-kelly,31.56,6.75,3.28,41223,32.3kg,KINLOCH-BRAE,FLAME-MCBAIN,5.50
2016-01-10,gawler/1925,6,4,3,eva-tyson,tony-lagana,31.61,7.50,3.25,35554,27.7kg,UNCLE-REMUS,AVID-WILLOW,8.50
2016-01-10,gawler/1925,6,5,1,thanks-captain,karen-wittholz,31.63,7.75,3.25,24445,35.6kg,FABREGAS,ZADAR-BELLE,16.00
2016-01-10,gawler/1925,6,6,4,magic-missy,renata-maruszczyk,31.79,10.00,3.37,78876,26.1kg,MAGIC-SPRITE,BOURNE-COOL,16.00
2016-01-10,gawler/1925,6,7,6,just-contrary,matthew-payne,31.91,11.75,3.37,87767,26.9kg,JUST-THE-BEST,CONTRARY-MARY,16.00
2016-01-10,gawler/1925,6,8,7,missy-mcbain,todd-kelly,32.01,13.25,3.32,66688,25.3kg,KINLOCH-BRAE,FLAME-MCBAIN,19.00
2016-01-10,gawler/1925,7,1,3,boogiwoogie-boy,neil-mann,31.40,0.00,3.34,21111,31.5kg,WHERE'S-PEDRO,HONKY-TONK-GIRL,5.50
2016-01-10,gawler/1925,7,2,1,zipping-oscar,steven-brook,31.57,2.25,3.32,13332,31.7kg,FABREGAS,ZIPPING-JEWEL,6.00
2016-01-10,gawler/1925,7,3,6,park-glory,todd-kelly,31.57,2.25,3.37,54443,32.3kg,SPRING-GUN,FLYING-MATILDA,7.50
2016-01-10,gawler/1925,7,4,5,antonio-tyson,tony-lagana,31.59,2.50,3.34,32224,34.3kg,EMERLEY-CARLOS,AVID-WILLOW,8.00
2016-01-10,gawler/1925,7,5,8,tinker-bell,robyn-mackellar,31.69,4.25,3.39,67755,25.7kg,BEKIM-BALE,MAGIC-DUST,5.00
2016-01-10,gawler/1925,7,6,7,gunloch,raymond-murray,31.88,6.75,3.41,76666,32.2kg,KINLOCH-BRAE,GREAT-GUNNS,4.80
2016-01-10,gawler/1925,7,7,2,sugar-hit-sambia,donald-turner,31.96,8.00,3.50,88887,31.5kg,SPRING-GUN,MAGIC-CASTLE,14.00
2016-01-10,gawler/1925,7,8,4,denim-and-lace,raymond-murray,32.00,8.50,3.35,45578,29.7kg,SWIFT-FANCY,ICE-DANCER,10.00
2016-01-10,gawler/1925,8,1,2,fabregal,robyn-mackellar,30.71,0.00,3.33,51111,26.5kg,FABREGAS,ALLINGA-AYE-JAY,2.00
2016-01-10,gawler/1925,8,2,6,lethal-fury,lisa-rasmussen,31.22,7.25,3.27,12222,25.2kg,DYNA-TRON,FIGHTING-FURY,18.00
2016-01-10,gawler/1925,8,3,1,nissan-bale,tony-rasmussen,31.31,8.50,3.36,64333,31.7kg,TURANZA-BALE,RAZZA-BALE,6.50
2016-01-10,gawler/1925,8,4,3,miss-footluce,kenneth-trowbridge,31.35,9.25,3.30,46544,28.7kg,VAPOUR-WHIRL,FOOT-LUCE,17.00
2016-01-10,gawler/1925,8,5,7,vanish-allen,tony-rasmussen,31.49,11.00,3.30,35665,29.0kg,DYNA-STEAL,DYNA-ERINA,9.00
2016-01-10,gawler/1925,8,6,10,macmarcus,kim-johnstone,31.51,11.50,3.29,23456,33.7kg,GLEN-GALLON,VELOCITY-THUNDER,31.00
2016-01-10,gawler/1925,8,7,8,lucy-fergo,michael-giniotis,31.54,11.75,3.39,77777,31.4kg,WHERE'S-PEDRO,AMITY-KINSHIP,4.40
2016-01-10,gawler/1925,8,8,4,gelignite-jack,judith-hurley,31.89,16.75,3.40,88888,32.9kg,NITRO-BURST,LEICA-DRILL,21.00
2016-01-10,gawler/1925,9,1,8,easy-tee-kahn,robin-harnas,22.95,0.00,8.70,1111,24.8kg,MAGIC-SPRITE,ANOTHER-REQUEST,3.30
2016-01-10,gawler/1925,9,2,6,silver-gauntlet,brenton-prouse,23.09,2.00,0.00,2222,30.2kg,EL-GRAND-SENOR,EMMA-TEE,26.00
2016-01-10,gawler/1925,9,3,1,pinkachu,adrien-chevalier,23.30,5.00,0.00,4333,26.7kg,YAHOO-OMAR,PHYLLIS-ELLEN,5.50
2016-01-10,gawler/1925,9,4,2,dillashaw,sharyn-gray,23.72,11.00,0.00,8774,38.1kg,TURANZA-BALE,ALEISHA-ALLEN,7.00
2016-01-10,gawler/1925,9,5,4,spring-pearl,trevor-jessup,23.77,11.75,0.00,3655,27.4kg,WHERE'S-PEDRO,SPRING-BLUEGIRL,26.00
2016-01-10,gawler/1925,9,6,3,molly-mcbain,todd-kelly,23.78,11.75,0.00,7846,23.5kg,KINLOCH-BRAE,FLAME-MCBAIN,9.00
2016-01-10,gawler/1925,9,7,5,cross-road,matthew-payne,23.80,12.25,0.00,5567,27.7kg,OAKS-ROAD,HANIFY'S-JEWEL,3.50
2016-01-10,gawler/1925,9,8,7,spot-goes-racing,lester-harris,23.89,13.25,0.00,6488,33.5kg,JOHNNY-WILL,FIRING-FIRST,16.00
2016-01-10,gawler/1925,10,1,7,wota-good-sort,steven-brook,22.94,0.00,8.70,1111,28.2kg,MANTRA-LAD,RUBY-JET,7.50
2016-01-10,gawler/1925,10,2,2,gustow-bale,brenton-prouse,23.02,1.00,0.00,2332,29.2kg,COLLISION,CARA-BALE,18.00
2016-01-10,gawler/1925,10,3,8,almost-human,jan-haagmans,23.02,1.00,0.00,6223,33.0kg,FEAR-ZAFONIC,STEALTHY-SAL,5.50
2016-01-10,gawler/1925,10,4,4,aston-magic,june-sharpe,23.22,4.00,0.00,3444,26.8kg,MAGIC-SPRITE,ASTON-ELITE,4.00
2016-01-10,gawler/1925,10,5,3,aha-mcbain,todd-kelly,23.38,6.25,0.00,4555,25.2kg,SPRING-GUN,FLAME-MCBAIN,2.60
2016-01-10,gawler/1925,10,6,6,asa-hellfire,neil-mann,23.58,9.25,0.00,7776,34.5kg,BIG-DADDY-COOL,TAJEILIA,9.00
2016-01-10,gawler/1925,10,7,1,boating,edward-wood,23.60,9.25,0.00,5667,36.2kg,BIT-CHILI,BUB'S-ANGEL,16.00
2016-01-10,healesville/1922,1,1,8,rose-of-dyanna,thomas-currie,16.97,0.00,4.03,M6,27.6kg,EL-GRAND-SENOR,ROSE-OF-GALILEE,12.80
2016-01-10,healesville/1922,1,2,2,bourbon-an-kahn,gregory-paez,17.05,1.25,3.99,S4,30.4kg,LOCHINVAR-MARLOW,ISSEYMIYAKE,3.40
2016-01-10,healesville/1922,1,3,1,lido's-boy,joe-uglietta,17.08,1.75,4.09,S8,34.2kg,NITRO-BURST,MODERN-COLA,3.90
2016-01-10,healesville/1922,1,4,7,jarhead,michelle-mallia-magri,17.10,2.00,3.97,M2,31.8kg,JARVIS-BALE,GOLD-DELIGHT,9.90
2016-01-10,healesville/1922,1,5,6,chloe-in-paris,kevin-chivell,17.16,3.00,3.94,M1,30.7kg,COSMIC-CHIEF,DASHING-RED-GIRL,3.80
2016-01-10,healesville/1922,1,6,3,zahra-bella,louie-bicchieri,17.32,5.50,3.98,M3,27.3kg,COSMIC-RUMBLE,CALABRESE-GINA,12.60
2016-01-10,healesville/1922,1,7,4,toss,hubertus-wetzels,17.36,6.25,4.01,M5,26.7kg,KIOWA-SWEET-TREY,BLONDE-ZEPHA,26.90
2016-01-10,healesville/1922,1,8,5,pee-jay-ripper,brian-donovan,17.41,7.00,4.06,S7,30.8kg,VEE-MAN-VANE,LADY-PRIZE,12.90
2016-01-10,healesville/1922,2,1,7,ava's-angel,phillip-vogelzang,17.14,0.00,4.00,M2,28.1kg,MAGIC-SPRITE,QUEEN-SURMA,13.50
2016-01-10,healesville/1922,2,2,2,fearsome,robert-le-sueur,17.17,0.50,4.07,S7,34.4kg,FEAR-ZAFONIC,DRIVING-DAISY,1.60
2016-01-10,healesville/1922,2,3,8,shake-the-night,elaine-johannsen,17.26,2.00,4.02,M3,27.1kg,COSMIC-RUMBLE,FREE-DREAM,3.10
2016-01-10,healesville/1922,2,4,4,mij-merry,gary-edwards,17.33,3.00,3.97,M1,26.1kg,PREMIER-FANTASY,FANG-MEEHAN,11.80
2016-01-10,healesville/1922,2,5,3,jayded-mia,belinda-franklin,17.33,3.10,4.06,S6,28.8kg,EL-GRAND-SENOR,LORETTA-WEST,52.50
2016-01-10,healesville/1922,2,6,6,coolawin-prince,patrick-wilson,17.44,4.85,4.06,M5,32.0kg,BIT-CHILI,CELICA-ASSASSIN,32.20
2016-01-10,healesville/1922,2,7,5,zipping-phoebe,leslie-kenyon,17.47,5.35,4.02,M4,27.5kg,MANDAGERY-MAN,PINK-BANDANNA,61.60
2016-01-10,healesville/1922,3,1,5,annunaki,garry-selkrig,16.86,0.00,3.92,S2,33.9kg,STAGGER,ROCKIN'-ALONG,4.60
2016-01-10,healesville/1922,3,2,8,mister-brown,michael-giles,16.99,2.00,4.10,M7,34.7kg,BARCIA-BALE,DISTURBIA,3.80
2016-01-10,healesville/1922,3,3,6,kitboolou-gutso,vadim-roz,17.08,3.50,3.96,M3,33.8kg,SPRING-GUN,SPRING-ROSE,10.40
