date,race_name,race_number,race_place,rug,dog_name,dog_trainer,time,mgn,split,inRun,wgt,sire,dam,sp
2016-01-09,wentworth-park/1939,4,1,4,helga-bale,andrea-dailly,30.15,0.00,5.50,21111,25.3kg,TAYLORS-SKY,ZAMBOLA-BALE,32.10
2016-01-09,wentworth-park/1939,4,2,1,good-odds-ocker,tracey-hurst,30.15,0.05,5.59,55222,32.9kg,SPRING-GUN,PUNK-ANGEL,3.80
2016-01-09,wentworth-park/1939,4,3,2,ivy-bale,andrea-dailly,30.42,3.75,5.54,33633,26.9kg,TURANZA-BALE,PENELOPE-BALE,3.10
2016-01-09,wentworth-park/1939,4,4,6,opus-forte,luke-azzopardi,30.57,6.00,5.66,67774,32.6kg,FABREGAS,FLORINDA-BELLE,7.10
2016-01-09,wentworth-park/1939,4,5,5,karma-connie,peter-honnery,30.62,6.50,5.79,88887,26.9kg,EL-GRAND-SENOR,MAD-MANALISHI,21.30
2016-01-09,wentworth-park/1939,4,6,7,black-bear-lee,ruth-matic,30.62,6.50,5.56,44445,35.2kg,BRETT-LEE,PAUA-OF-LOVE,4.30
2016-01-09,wentworth-park/1939,4,7,8,bucky-boy,christine-proctor,30.70,7.75,5.60,76556,34.9kg,BYE-BYE-BUCKS,GOGO-SUTRO,37.20
2016-01-09,wentworth-park/1939,4,8,3,uno-suzie,anthony-azzopardi,30.87,10.25,5.51,12368,29.2kg,COSMIC-CHIEF,UNO-WITCH,8.20
2016-01-09,wentworth-park/1939,5,1,1,zambora-brockie,anthony-azzopardi,29.60,0.00,5.40,11111,31.2kg,NITRO-BURST,FLYING-LIDDY,1.30
2016-01-09,wentworth-park/1939,5,2,8,bessy-boo,christine-proctor,30.29,9.75,5.63,24343,30.5kg,BEKIM-BALE,MY-BLACK-BESS,6.70
2016-01-09,wentworth-park/1939,5,3,2,dyna-tiber,andrea-dailly,30.44,12.00,5.60,42222,31.1kg,BARCIA-BALE,CRYSTIN-BALE,7.30
2016-01-09,wentworth-park/1939,5,4,10,cosmic-explosion,wayne-crouch,30.69,15.50,5.83,88765,25.8kg,COSMIC-RUMBLE,MIRANDA-MOLLY,67.20
2016-01-09,wentworth-park/1939,5,5,7,morgan-brothers,keith-selten,30.70,15.75,5.62,63434,28.1kg,LOCHINVAR-MARLOW,LET'S-DECIDE,39.20
2016-01-09,wentworth-park/1939,5,6,5,diego-bale,andrea-dailly,30.76,16.50,5.79,76656,31.8kg,TAYLORS-SKY,ZAMBOLA-BALE,13.30
2016-01-09,wentworth-park/1939,5,7,6,stench-of-power,robert-arnold,30.92,18.75,5.71,35577,31.7kg,COARSE-LANGUAGE,WOW-PRETTY-GIRL,66.40
2016-01-09,wentworth-park/1939,5,8,4,cosmic-topper,rex-jones,31.04,20.50,5.78,57888,34.2kg,COSMIC-RUMBLE,GO-WILD-ANNIE,26.90
2016-01-09,wentworth-park/1939,6,1,5,no-donuts,anthony-azzopardi,42.42,0.00,16.09,41111,30.2kg,FABREGAS,CHEVY-PRINCESS,2.80
2016-01-09,wentworth-park/1939,6,2,2,ryno's-raider,t-o'donovan,42.43,0.10,16.54,65433,31.9kg,COLLISION,OTHERS-QUOTED,5.80
2016-01-09,wentworth-park/1939,6,3,1,whittaker,julie-fletcher,42.45,0.50,16.28,12222,32.9kg,MILLDEAN-PANTHER,MRS-TRICKETT,9.10
2016-01-09,wentworth-park/1939,6,4,4,porrentruy,gary-adams,42.79,5.25,16.68,36655,33.6kg,BEKIM-BALE,ZARBO,7.20
2016-01-09,wentworth-park/1939,6,5,7,are-jip,kristy-sultana,42.93,7.25,16.55,54544,31.7kg,FABREGAS,MONIQUE'S-DOLL,12.80
2016-01-09,wentworth-park/1939,6,6,6,ada-mary,sharon-grey,43.27,12.25,16.53,23366,28.3kg,HIGH-EARNER,SILVER-SHIRAZ,4.20
2016-01-09,wentworth-park/1939,6,7,8,come-on-fantasy,joe-borg,43.28,12.25,16.84,77888,28.7kg,PREMIER-FANTASY,COME-ON-LUANN,12.60
2016-01-09,wentworth-park/1939,6,8,3,big-roy,craig-sheridan,43.28,12.25,16.84,88777,32.3kg,COLLIDE,MISSOURI-SIYAN,71.10
2016-01-09,wentworth-park/1939,7,1,8,tap-out-rose,robert-britton,29.96,0.00,5.52,32221,27.2kg,COSMIC-RUMBLE,SWEET-FENOIR,6.90
2016-01-09,wentworth-park/1939,7,2,2,spritely-dancer,anne-hector,29.96,0.05,5.61,45332,30.7kg,MAGIC-SPRITE,FLAMENCO-DANCER,8.40
2016-01-09,wentworth-park/1939,7,3,1,knight-sprite,gayle-masterson,30.29,4.75,5.46,21113,31.5kg,MAGIC-SPRITE,JAYDO'S-NEGLECT,1.90
2016-01-09,wentworth-park/1939,7,4,7,dawkins-bale,andrea-dailly,30.36,5.75,5.58,54544,31.1kg,TURANZA-BALE,BALA-BALE,5.00
2016-01-09,wentworth-park/1939,7,5,4,star-torana,shaun-evans,30.61,9.25,5.57,13455,28.0kg,COLLISION,REDSKIN,9.30
2016-01-09,wentworth-park/1939,7,6,5,johnny-magic,charlie-dimech,30.67,10.00,5.70,76666,33.9kg,MAGIC-SPRITE,TADMORE-COLLETTE,41.50
2016-01-09,wentworth-park/1939,7,7,6,skate-thin-ice,luke-azzopardi,30.70,10.50,5.76,88877,28.4kg,COLLISION,SCAVENGER-HUNT,18.90
2016-01-09,wentworth-park/1939,7,8,9,luck-box-jono,peter-frendo,31.02,15.00,5.68,67788,31.1kg,HURRICANE-LUKE,STARSHOT,104.10
2016-01-09,wentworth-park/1939,8,1,3,sky-book,kristy-sultana,42.75,0.00,16.92,88433,28.2kg,MAGIC-SPRITE,JAYLA-ROGUE,14.20
2016-01-09,wentworth-park/1939,8,2,1,wild-fire,mark-gatt,42.80,0.75,16.62,56111,33.7kg,WHERE'S-PEDRO,LACHLAN'S-GIFT,8.40
2016-01-09,wentworth-park/1939,8,3,4,smooth-number,allen-hansen,42.95,2.75,16.70,21222,29.4kg,SMOOTH-FANCY,IRONBARK-REBEL,45.30
2016-01-09,wentworth-park/1939,8,4,7,phantom-reign,dean-swain,42.99,3.50,17.15,13665,24.8kg,VELOCETTE,REIGN-OF-TERROR,10.10
2016-01-09,wentworth-park/1939,8,5,8,zipping-maggie,martin-hallinan,43.02,3.75,16.92,65554,27.9kg,TURANZA-BALE,NATALIE-RASS,5.60
2016-01-09,wentworth-park/1939,8,6,2,shoulders,anthony-azzopardi,43.44,9.75,16.80,42346,32.8kg,COSMIC-RUMBLE,BIT-STRESSED,4.60
2016-01-09,wentworth-park/1939,8,7,6,magic-earner,anthony-azzopardi,43.45,10.00,17.27,74777,28.4kg,HIGH-EARNER,MAGIC-CAPERS,6.70
2016-01-09,wentworth-park/1939,8,SCR,5,bourbski-fever,andrea-dailly,blank,blank,blank,blank,blank,blank,blank,blank
2016-01-09,wentworth-park/1939,9,1,8,paloma-lago,ronald-bell,30.17,0.00,5.50,31111,25.7kg,FABREGAS,US-FIVE,8.10
2016-01-09,wentworth-park/1939,9,2,4,nangar-flash,dennis-barnes,30.21,0.75,5.66,76432,32.3kg,COLLISION,FLASH-FANCY,3.90
2016-01-09,wentworth-park/1939,9,3,10,eaton-bale,andrea-dailly,30.76,8.25,5.59,43344,36.2kg,TURANZA-BALE,HAFREN-BALE,11.10
2016-01-09,wentworth-park/1939,9,4,5,ritza-rossi,mark-gatt,30.87,10.00,5.77,87576,34.1kg,WHERE'S-PEDRO,MIDNIGHT-QUEST,7.90
2016-01-09,wentworth-park/1939,9,5,6,dyna-maddie,andrea-dailly,30.87,10.00,5.64,58655,25.0kg,BARCIA-BALE,ERICA-ALLEN,11.10
2016-01-09,wentworth-park/1939,9,6,7,cash-in-motion,robert-cooke,30.90,10.25,5.62,65767,29.2kg,SMOOTH-FANCY,TEDDY'S-JACKPOT,3.30
2016-01-09,wentworth-park/1939,9,7,3,goldengrove-lad,sydney-swain,30.93,10.75,5.58,24888,28.7kg,BIG-DADDY-COOL,SEVENTEEN,5.70
2016-01-09,wentworth-park/1939,9,8,9,dusty-rip,christos-arletos,31.23,15.00,5.50,12223,25.3kg,MAGIC-SPRITE,TAKE-OVER-FOX,51.90
2016-01-09,wentworth-park/1939,10,1,2,nangar-flame,dennis-barnes,29.77,0.00,5.58,53221,34.5kg,COLLISION,FLASH-FANCY,4.30
2016-01-09,wentworth-park/1939,10,2,7,pedro-cerrano,john-little,29.88,1.50,5.43,11112,34.5kg,WHERE'S-PEDRO,CHASING-DIANA,5.00
2016-01-09,wentworth-park/1939,10,3,5,snakebite-bale,andrea-dailly,30.09,4.50,5.66,76444,30.5kg,DAVID-BALE,CRYSTIN-BALE,3.40
2016-01-09,wentworth-park/1939,10,4,1,lektra-utopia,andrea-dailly,30.18,5.75,5.50,22333,31.0kg,COLLISION,LEKTRA-ANGEL,8.10
2016-01-09,wentworth-park/1939,10,5,8,my-silver-chisel,david-burnett,30.30,7.50,5.65,45555,32.8kg,MAGIC-SPRITE,SILVER-AVENUE,4.60
2016-01-09,wentworth-park/1939,10,6,6,copy-right,charles-lyttle,30.44,9.50,5.71,68776,33.0kg,SPRING-GUN,IT'S-HERSELF,70.40
2016-01-09,wentworth-park/1939,10,7,4,ikaku-bale,andrea-dailly,30.46,9.75,5.77,87667,30.6kg,KELSOS-FUSILEER,CHLOE-ALLEN,14.30
2016-01-09,wentworth-park/1939,10,8,3,princess-fox,christos-arletos,30.81,14.75,5.56,34888,25.8kg,MAGIC-SPRITE,TAKE-OVER-FOX,38.70
2016-01-09,wentworth-park/1939,11,1,3,sleek-master,david-murray,29.82,0.00,5.50,51111,31.3kg,SWIFT-FANCY,LAGOON-HOLLY,4.50
2016-01-09,wentworth-park/1939,11,2,4,prince-zesta,geoffrey-grimwood,30.06,3.50,5.61,35322,31.4kg,LOCHINVAR-MARLOW,JUST-TOUCH-IT,28.20
2016-01-09,wentworth-park/1939,11,3,2,mumza-pearl,ruth-king,30.25,6.00,5.70,87643,29.6kg,MOGAMBO,PEARL-NAPOLEON,8.80
2016-01-09,wentworth-park/1939,11,4,8,fantastic-roxy,jason-fletcher,30.48,9.25,5.53,24554,27.5kg,GOODESY,LIGHT-FANTASTIC,2.30
2016-01-09,wentworth-park/1939,11,5,7,husvinu,ronald-bell,30.57,10.50,5.62,66766,27.6kg,MAGIC-SPRITE,ALL-QUALITY,6.90
2016-01-09,wentworth-park/1939,11,6,1,elusive-zesta,geoffrey-grimwood,30.65,11.75,5.56,43235,26.0kg,LOCHINVAR-MARLOW,JUST-TOUCH-IT,5.50
2016-01-09,wentworth-park/1939,11,7,6,precious-quality,rick-burke,30.88,15.00,5.69,78888,25.3kg,TREWLY-SPECIAL,ALL-QUALITY,37.60
2016-01-09,wentworth-park/1939,11,8,5,tiny-zesta,geoffrey-grimwood,30.91,15.50,5.52,12477,23.6kg,MAGIC-SPRITE,BIT-ZESTA,35.40
2016-01-10,albion-park/1926,1,1,3,magic-escape,gloria-falla,19.32,0.00,7.20,1,23.7kg,EL-GRAND-SENOR,ROMANTICA,7.30
2016-01-10,albion-park/1926,1,2,1,maddy's-rascal,john-bradley,19.46,2.00,7.31,3,23.5kg,PRINCE-DIABLO,GLITZY-RASCAL,3.60
2016-01-10,albion-park/1926,1,3,5,gun-flash,brett-hastie,19.60,4.00,7.38,5,31.0kg,SWIFT-FANCY,AUGUST-ROSE,27.20
2016-01-10,albion-park/1926,1,4,6,gagan-lassoo,austin-dillon,19.66,4.75,7.28,2,27.0kg,SWIFT-FANCY,MENTIONED,5.40
2016-01-10,albion-park/1926,1,5,2,hannah-allen,andrew-stumer,19.89,8.25,7.34,4,30.3kg,KYLE-RANGER,MAMIE-BALE,21.80
2016-01-10,albion-park/1926,1,6,9,arlie-crusader,matthew-stephen,19.90,8.25,7.50,8,33.5kg,NOVEMBER-FURY,MATTY'S-PRINCESS,5.00
2016-01-10,albion-park/1926,1,7,8,witch-hunter,paul-stadnikoff,19.97,9.25,7.46,7,29.0kg,DON'T-KNOCKA-HIM,JACKPOT-RETURN,4.50
2016-01-10,albion-park/1926,1,8,7,shaylor-joe,malcolm-cuneo,20.00,9.75,7.39,6,31.7kg,VELOCETTE,NIGHT-MELODY,12.00
2016-01-10,albion-park/1926,2,1,5,grumble-miss,corey-o'donnell,19.46,0.00,7.16,1,27.4kg,SWIFT-FANCY,BETTY-GRUMBLE,13.80
2016-01-10,albion-park/1926,2,2,3,night's-watch,malcolm-cuneo,19.55,1.25,7.33,5,30.6kg,DYNA-TRON,MINNIE-POWER,8.20
2016-01-10,albion-park/1926,2,3,7,sophie's-girl,andrew-stumer,19.66,2.75,7.21,2,26.8kg,VEE-MAN-VANE,MAX-RESULT,55.40
2016-01-10,albion-park/1926,2,4,1,destructor,allan-oshyer,19.68,3.00,7.27,4,31.7kg,LOCHINVAR-MARLOW,LOLLY-PALUZA,6.10
2016-01-10,albion-park/1926,2,5,2,fast-shacko,keith-boan,19.75,4.25,7.45,8,35.0kg,EL-GRAND-SENOR,LUCY'S-IMAGE,4.80
2016-01-10,albion-park/1926,2,6,4,romeo-ragtop,nicole-peters,19.92,6.50,7.43,6,30.6kg,FEAR-ZAFONIC,SHEZ-ROMANTIC,48.70
2016-01-10,albion-park/1926,2,7,8,lenny-benz,desmond-youngberg,19.98,7.50,7.25,3,33.6kg,WESTMEAD-OSPREY,RUBY-JONES,2.40
2016-01-10,albion-park/1926,2,8,6,open-mind,patrick-lavis,19.99,7.50,7.43,7,26.4kg,KILTY-LAD,BOO-ICY-YOU,6.10
2016-01-10,albion-park/1926,3,1,6,cass'-cass,keith-boan,19.30,0.00,7.12,1,27.6kg,GLEN-GALLON,BARRIO-QUEEN,8.50
2016-01-10,albion-park/1926,3,2,9,mortal-wombat,scott-buckland,19.89,8.25,7.56,8,31.3kg,CAPE-HAWKE,LA-SOPHIE,6.50
2016-01-10,albion-park/1926,3,3,3,alota-thought,daniel-bloomfield,19.91,8.75,7.47,7,32.5kg,COSMIC-RUMBLE,MAYWYN-OR-EBAY,4.80
2016-01-10,albion-park/1926,3,4,5,condor,glen-monkman,19.96,9.25,7.33,4,31.1kg,WESTMEAD-OSPREY,YELLOW-DAFFODIL,9.80
2016-01-10,albion-park/1926,3,5,1,danni's-choice,corey-o'donnell,20.34,14.75,7.32,2,28.2kg,BARCIA-BALE,NEW-COIN,11.50
2016-01-10,albion-park/1926,3,6,4,lucky-catch,gary-friend,20.39,15.50,7.32,3,29.0kg,BARCIA-BALE,LUCKY-STAR,11.70
2016-01-10,albion-park/1926,3,7,2,dothraki,malcolm-cuneo,20.45,16.25,7.33,5,30.2kg,DYNA-TRON,MINNIE-POWER,6.60
2016-01-10,albion-park/1926,3,8,8,hanson-tronny,g-allen,20.73,20.25,7.44,6,27.7kg,DYNA-TRON,MASAI-TEMPO,3.70
2016-01-10,albion-park/1926,4,1,8,alota-future,daniel-bloomfield,19.12,0.00,7.22,1,29.4kg,COSMIC-RUMBLE,MAYWYN-OR-EBAY,3.20
2016-01-10,albion-park/1926,4,2,3,jagged-image,keith-boan,19.41,4.25,7.27,2,33.5kg,EL-GRAND-SENOR,LUCY'S-IMAGE,9.50
2016-01-10,albion-park/1926,4,3,4,jazz-me-up,keith-boan,19.50,5.25,7.28,3,26.8kg,EL-GRAND-SENOR,LUCY'S-IMAGE,4.70
2016-01-10,albion-park/1926,4,4,7,all-because,john-mccarthy,19.63,7.25,7.49,7,32.4kg,FEAR-ZAFONIC,TRUE-TO-YOU,8.60
2016-01-10,albion-park/1926,4,5,5,hanson-tom,g-allen,19.65,7.50,7.36,5,29.4kg,DYNA-LACHLAN,IN-TEMPO,4.60
2016-01-10,albion-park/1926,4,6,2,master-magoo,keith-boan,19.74,8.75,7.35,4,33.1kg,EL-GRAND-SENOR,LUCY'S-IMAGE,44.90
2016-01-10,albion-park/1926,4,7,6,gotcha-now,michael-emery,19.79,9.50,7.57,8,27.1kg,BARCIA-BALE,GOTCHA-COOTA,28.60
2016-01-10,albion-park/1926,4,8,1,miss-corelko,corey-o'donnell,19.79,9.50,7.41,6,27.2kg,MAGIC-SPRITE,STRANDED,6.20
2016-01-10,albion-park/1926,5,1,4,gold-steel,glen-northfield,19.29,0.00,7.18,1,26.7kg,PREMIER-FANTASY,GOLD-HANNAH,4.80
2016-01-10,albion-park/1926,5,2,7,ell's-all-class,john-edwards,19.61,4.50,7.38,3,32.0kg,WESTMEAD-OSPREY,ELLIE'S-DIAMOND,11.70
2016-01-10,albion-park/1926,5,3,5,grand-rosie,keith-boan,19.64,5.00,7.39,4,27.8kg,EL-GRAND-SENOR,LUCY'S-IMAGE,4.40
2016-01-10,albion-park/1926,5,4,3,shaylor-harry,malcolm-cuneo,19.71,6.00,7.36,2,29.4kg,DYNA-LACHLAN,PURE-RAMPAGE,9.00
2016-01-10,albion-park/1926,5,5,1,bang-on-target,alec-stevens,19.75,6.50,7.46,6,36.7kg,MAGIC-SPRITE,MEG'S-SHADOW,8.60
2016-01-10,albion-park/1926,5,6,2,sugar-ray-rosso,gary-friend,19.76,6.50,7.51,8,32.8kg,BARCIA-BALE,BE-BOSSEE,4.00
2016-01-10,albion-park/1926,5,7,6,spring-quays,beverley-chappell,19.92,9.00,7.51,7,27.7kg,SPRING-GUN,MERLEEN,21.80
2016-01-10,albion-park/1926,5,8,8,beejay-mcrocket,noel-russell,19.96,9.50,7.45,5,28.5kg,BRETT'S-RIVAL,SARAH'S-RIVAL,7.20
2016-01-10,albion-park/1926,6,1,3,awesome-wills,alec-stevens,19.09,0.00,7.21,3,37.3kg,MAGIC-SPRITE,MEG'S-SHADOW,5.00
2016-01-10,albion-park/1926,6,2,9,land-lord's-dip,michael-patterson,19.39,4.25,7.12,1,31.9kg,OAKS-ROAD,MADDIE-LOUISE,5.60
2016-01-10,albion-park/1926,6,3,5,leadfoot-express,rex-marshall,19.43,4.75,7.14,2,32.5kg,FEAR-ZAFONIC,FINN'S-EXPRESS,3.80
2016-01-10,albion-park/1926,6,4,8,cory's-diamond,john-edwards,19.76,9.50,7.35,4,36.6kg,GLEN-GALLON,ELLIE'S-DIAMOND,4.30
2016-01-10,albion-park/1926,6,5,10,gumtree-kid,gary-keep,19.88,11.25,7.44,6,35.6kg,LOCHINVAR-MARLOW,MISS-MOREISH,9.30
2016-01-10,albion-park/1926,6,6,6,kasey's-turbo,paul-stadnikoff,20.09,14.25,7.51,7,25.9kg,FEAR-ZAFONIC,INDEED-I-DO,25.20
2016-01-10,albion-park/1926,6,7,1,eddie-wong-way,glen-northfield,20.16,15.25,7.70,8,29.6kg,DYNA-LACHLAN,NOISY-TIGER,11.00
2016-01-10,albion-park/1926,6,SCR,4,unlucky-max,keith-boan,blank,blank,blank,blank,blank,blank,blank,blank
2016-01-10,albion-park/1926,7,1,8,kingsbrae-buddy,glen-northfield,23.14,0.00,10.70,1,30.1kg,ELITE-STATE,KINGSBRAE-DI,7.10
2016-01-10,albion-park/1926,7,2,3,winged-elite,john-hutchinson,23.15,0.10,10.83,2,34.1kg,ELITE-BLUE-SIZE,MELLIFLUOUS,19.90
2016-01-10,albion-park/1926,7,3,5,grand-roman,john-conlon,23.17,0.50,10.86,4,38.6kg,EL-GRAND-SENOR,BELTAH-MAGIC,5.20
2016-01-10,albion-park/1926,7,4,1,cuzzy-bromac,darryl-mcgrath,23.35,3.00,10.84,3,34.8kg,EL-GRAND-SENOR,MISS-ELLY-MAC,2.30
2016-01-10,albion-park/1926,7,5,4,magic-galo,glen-monkman,23.65,7.25,11.10,5,29.8kg,EL-GALO,MAGIC-DUST,6.80
2016-01-10,albion-park/1926,7,6,7,renatus,robin-palmer,23.76,8.75,11.30,8,35.4kg,VELOCETTE,HALZANI,9.80
2016-01-10,albion-park/1926,7,7,6,sheba's-diva,michelle-shambler,23.79,9.25,11.27,7,26.7kg,COSMIC-RUMBLE,SHEBA,12.40
2016-01-10,albion-park/1926,7,8,9,elira-jane,michael-james,24.00,12.25,11.11,6,26.3kg,COLLISION,PERFECT-MODEL,34.90
2016-01-10,albion-park/1926,8,1,1,macarena-miss,darryl-mcgrath,22.92,0.00,10.50,1,26.6kg,EL-GRAND-SENOR,MISS-ELLY-MAC,3.50
2016-01-10,albion-park/1926,8,2,7,howard-heno,darryl-mcgrath,23.02,1.50,10.67,3,31.8kg,COLLISION,DIAMONDO,9.20
2016-01-10,albion-park/1926,8,3,6,wazza-king,william-elson,23.09,2.25,10.53,2,33.2kg,MAGIC-SPRITE,REGAL-SILVER,3.90
2016-01-10,albion-park/1926,8,4,4,fenrir,andrew-donnelly,23.20,4.00,10.78,4,32.2kg,RADLEY-BALE,VENETIAN-KATE,26.30
2016-01-10,albion-park/1926,8,5,10,shanae's-magic,william-elson,23.27,5.00,10.91,7,25.9kg,MAGIC-SPRITE,REGAL-SILVER,24.90
2016-01-10,albion-park/1926,8,6,3,diamond-osprey,john-edwards,23.42,7.00,11.00,8,33.8kg,WESTMEAD-OSPREY,ELLIE'S-DIAMOND,25.50
2016-01-10,albion-park/1926,8,7,2,gold-total,sharon-morris,23.45,7.50,10.85,6,30.5kg,FEAR-ZAFONIC,ULTRA-COOL,4.20
2016-01-10,albion-park/1926,8,8,9,silver-wing,beverley-chappell,23.52,8.50,10.83,5,24.5kg,SPRING-GUN,MINI-POD,5.70
2016-01-10,albion-park/1926,9,1,8,blue-lexus,malcolm-cuneo,19.24,0.00,7.22,3,29.2kg,MANTRA-LAD,WHITE-LEXUS,2.40
2016-01-10,albion-park/1926,9,2,6,el-malamute,keith-donaldson,19.37,1.75,7.21,2,34.2kg,EL-GRAND-SENOR,GLITZY-RASCAL,13.30
2016-01-10,albion-park/1926,9,3,2,son-of-prada,gary-holmes,19.46,3.00,7.27,5,32.6kg,RUN'S-HOUSE,MISS-PRADA,3.10
2016-01-10,albion-park/1926,9,4,1,summer's-racer,travis-elson,19.49,3.50,7.24,4,24.2kg,COLLISION,SUMMER'S-SIZZLER,7.70
2016-01-10,albion-park/1926,9,5,3,sign-post,glen-northfield,19.50,3.75,7.21,1,30.8kg,LOCHINVAR-MARLOW,SHE'S-FAIR,49.40
2016-01-10,albion-park/1926,9,6,7,temnick,tom-tzouvelis,19.69,6.25,7.45,7,31.6kg,DYNA-LACHLAN,SHY-SHAZONI,12.60
2016-01-10,albion-park/1926,9,7,4,somerset-supreme,keith-donaldson,19.85,8.75,7.61,8,28.9kg,LOCHINVAR-MARLOW,PROMISES-NOTHING,20.60
2016-01-10,albion-park/1926,9,8,5,goes-like-el,michael-patterson,19.97,10.25,7.33,6,31.9kg,MAGIC-SPRITE,EL-FOOLING,10.30
2016-01-10,albion-park/1926,10,1,8,fabulous-gary,william-elson,23.14,0.00,10.57,2,30.8kg,FABREGAS,REGAL-SILVER,5.40
2016-01-10,albion-park/1926,10,2,4,she's-my-darling,michael-patterson,23.23,1.25,10.93,3,27.5kg,OAKS-ROAD,MADDIE-LOUISE,15.10
2016-01-10,albion-park/1926,10,3,3,providence,patrick-lavis,23.24,1.50,10.51,1,24.8kg,MAGIC-SPRITE,ABSOLUTE-STYLE,3.10
2016-01-10,albion-park/1926,10,4,7,colrob-girl,alan-cameron,23.36,3.00,11.04,5,26.3kg,ROYAL-SURFER,LILLY-BIT-TIPSY,44.70
2016-01-10,albion-park/1926,10,5,6,early-shirley,errol-suell,23.83,9.75,10.98,4,30.3kg,OAKS-ROAD,ELATED-LADY,6.40
2016-01-10,albion-park/1926,10,6,2,mumma's-hope,travis-elson,24.07,13.25,11.12,6,26.3kg,COLLISION,SUMMER'S-SIZZLER,11.10
2016-01-10,albion-park/1926,10,7,1,rikasso-lilly,michelle-shambler,24.15,14.25,11.38,7,24.7kg,FLYING-STANLEY,VALENTINE-OSTI,3.90
2016-01-10,albion-park/1926,10,8,5,ivory,john-geoghegan,24.51,19.50,11.79,8,30.7kg,MAGIC-SPRITE,IVORY-SPY,10.90
2016-01-10,albion-park/1926,11,1,3,manyara-miss,keith-snow,22.94,0.00,10.55,1,30.2kg,BARCIA-BALE,MISS-MANYARA,17.70
2016-01-10,albion-park/1926,11,2,2,somethin'-fizzy,patrick-lavis,23.21,3.75,10.74,4,29.2kg,MAGIC-SPRITE,STIR-IT-UP,10.30
2016-01-10,albion-park/1926,11,3,7,fabulous-wall,william-elson,23.32,5.25,10.68,2,32.3kg,FABREGAS,REGAL-SILVER,10.10
2016-01-10,albion-park/1926,11,4,6,dave's-drinking,glen-northfield,23.54,8.50,10.95,5,28.1kg,MAGIC-SPRITE,MAKE-IT-TEN,13.10
2016-01-10,albion-park/1926,11,5,5,magic-beau,sharon-morris,23.77,11.75,11.11,7,30.6kg,MAGIC-SPRITE,KARCHING,9.90
2016-01-10,albion-park/1926,11,6,1,how-much,patrick-lavis,24.08,16.25,11.20,8,28.3kg,MAGIC-SPRITE,MAKE-IT-TEN,3.00
2016-01-10,albion-park/1926,11,7,4,premier-jet,craig-hazelgrove,24.55,23.00,11.07,6,32.2kg,SPRING-GUN,SPECIAL-PREMIER,6.70
2016-01-10,albion-park/1926,11,SCR,8,miss-mulligan,darryl-mcgrath,blank,blank,blank,blank,blank,blank,blank,blank
2016-01-10,albion-park/1926,12,1,8,sudoku-rebel,james-gallaway,23.13,0.00,10.91,1,32.8kg,COSMIC-RUMBLE,GEORGIA-ANNE,1.80
2016-01-10,albion-park/1926,12,2,2,wally-who-calls,patrick-mcshane,23.44,4.25,11.05,2,38.4kg,DASHING-CORSAIR,HANIFY'S-ROSE,5.30
2016-01-10,albion-park/1926,12,3,3,cheryl-vale,glen-northfield,23.86,10.25,11.29,7,27.4kg,BLACK-FRAMED,KOORINGA-SQUIRT,11.40
2016-01-10,albion-park/1926,12,4,6,blue-den,john-reimer,23.87,10.50,11.25,6,32.1kg,ELITE-BLUE-SIZE,MELLIFLUOUS,5.50
2016-01-10,albion-park/1926,12,5,4,sandy's-gift,gloria-falla,23.88,10.50,11.07,3,26.6kg,OUTA-CREDIT,MISS-ANTS-PANTS,22.40
2016-01-10,albion-park/1926,12,6,7,zafonic's-lady,jason-bloomfield,23.93,11.50,11.21,5,26.1kg,FEAR-ZAFONIC,SMASHING-LADY,14.80
2016-01-10,albion-park/1926,12,7,5,epic-horizon,eric-honeyman,24.05,13.25,11.09,4,33.3kg,KINLOCH-BRAE,SPIRAL-ROSE,20.50
2016-01-10,canberra/1928,1,1,2,zulu-pearl,raymond-maitland,18.17,0.00,0.00,41,25.0kg,MAGIC-SPRITE,MAGIC-MAGGIE,9.70
2016-01-10,canberra/1928,1,2,4,mole-hill,matthew-dawson,18.23,0.75,0.00,12,25.5kg,LOCHINVAR-MARLOW,DEMONIC-DELAGO,25.70
2016-01-10,canberra/1928,1,3,3,wooster,allan-stewart,18.48,4.25,0.00,53,34.1kg,TAKE-THE-KITTY,DANCINAZE,42.60
2016-01-10,canberra/1928,1,4,5,pattys-zigsta,kim-mulrine,18.77,8.50,0.00,24,33.7kg,EL-GRAND-SENOR,GIBBO-GOLD,3.20
2016-01-10,canberra/1928,1,5,6,seth's-pride,jim-coleman,19.61,20.50,0.00,75,32.8kg,TAKE-THE-KITTY,BERRIDALE-GIRL,20.10
2016-01-10,canberra/1928,1,6,7,greysynd-kezz,wayne-white,19.70,21.75,0.00,66,26.9kg,DYNA-LACHLAN,HOT-PUZZLE,21.50
2016-01-10,canberra/1928,1,7,8,despicable-mason,raymond-smith,20.06,27.00,0.00,87,30.3kg,DYNA-LACHLAN,ELECTRON,15.00
2016-01-10,canberra/1928,1,SCR,1,zali-magic,bruce-peck,blank,blank,blank,blank,blank,blank,blank,blank
2016-01-10,canberra/1928,2,1,6,miss-shake-it,kim-mulrine,25.64,0.00,0.00,11,25.9kg,VEE-MAN-VANE,SPIRAL-SIYAN,11.50
